customer_id,city_tier,recency_days,frequency,monetary
183,Tier3,144,5,2663.2960000000003
184,Tier3,150,3,1269.28
185,Tier3,278,4,6107.84
186,Tier3,149,5,2499.896
187,Tier2,171,6,3724.28
188,Tier2,90,6,6551.59
189,Tier3,145,4,2673.848
190,Tier3,49,2,3423.896
191,Tier2,132,4,3829.08
192,Tier3,121,3,2205.32
193,Tier3,151,4,2989.3520000000003
194,Tier3,151,2,3878.928
195,Tier3,25,4,3835.6160000000004
196,Tier2,28,5,5350.87
197,Tier2,162,1,5732.34
198,Tier1,52,3,5684.175
199,Tier1,114,1,2220.925
200,Tier3,63,3,4288.456
201,Tier2,21,3,5676.3
202,Tier2,59,5,5032.79
203,Tier2,141,2,4282.61
204,Tier3,81,6,4744.832
205,Tier1,274,3,6749.825
206,Tier2,184,5,3255.65
207,Tier2,89,6,2627.51
208,Tier2,143,6,6337.96
209,Tier3,174,7,5962.544000000001
210,Tier3,246,3,7398.216
211,Tier2,68,1,6071.86
212,Tier3,244,3,4425.0960000000005
213,Tier2,99,2,5376.01
214,Tier3,150,4,2475.2400000000002
215,Tier1,53,3,6520.275000000001
216,Tier3,149,5,8450.424
217,Tier2,263,2,6602.63
218,Tier1,163,7,8303.5
219,Tier2,221,6,4150.32
220,Tier2,21,4,5493.07
221,Tier3,85,1,3778.864
222,Tier1,188,7,5874.400000000001
223,Tier2,287,6,2794.29
224,Tier3,75,3,1931.0320000000002
225,Tier2,94,4,4705.13
226,Tier3,201,5,1566.664
227,Tier1,134,3,4356.825
228,Tier2,84,7,6370.6
229,Tier3,207,6,5450.704000000001
230,Tier2,235,4,7579.07
231,Tier2,91,4,4414.9
232,Tier3,231,7,4230.584
233,Tier2,10,1,6836.5
234,Tier3,229,3,3595.5040000000004
235,Tier3,150,7,5234.4400000000005
236,Tier1,59,6,8058.424999999999
237,Tier3,71,3,4195.528
238,Tier1,189,4,5196.1
239,Tier2,151,5,3868.84
240,Tier3,78,3,3060.4480000000003
241,Tier3,143,4,4373.816000000001
242,Tier3,228,5,2639.0080000000003
243,Tier3,236,7,1402.392
244,Tier2,187,4,5149.6
245,Tier2,100,4,4211.76
246,Tier2,252,4,9369.7
247,Tier2,136,2,1685.66
248,Tier2,17,5,5550.19
249,Tier3,74,5,5121.184
250,Tier2,260,4,5418.28
251,Tier3,192,4,4529.504
252,Tier3,93,4,4625.664
253,Tier1,158,2,7781.599999999999
254,Tier2,154,2,4043.71
255,Tier2,136,4,6859.83
256,Tier2,148,7,6115.85
257,Tier3,251,3,3684.704
258,Tier2,67,5,6326.76
259,Tier3,174,5,4903.472000000001
260,Tier3,240,6,5289.224
261,Tier2,293,4,6191.13
262,Tier3,127,3,4173.168000000001
263,Tier1,274,6,8354.05
264,Tier1,12,5,10216.45
265,Tier1,222,1,10304.9125
266,Tier2,178,5,7620.02
267,Tier1,130,4,5562.775000000001
268,Tier3,53,5,4811.392
269,Tier2,240,1,3311.73
270,Tier2,260,5,6189.28
271,Tier2,120,2,6515.32
272,Tier2,283,2,2716.36
273,Tier2,89,6,6644.11
274,Tier2,124,3,5070.76
275,Tier2,54,9,3180.97
276,Tier2,168,6,8073.87
277,Tier2,152,4,9929.05
278,Tier3,47,7,3846.2720000000004
279,Tier1,140,5,125.0
280,Tier3,250,3,3004.696
281,Tier2,222,6,910.85
282,Tier2,285,3,7112.65
283,Tier2,238,3,4413.61
284,Tier2,267,3,3542.99
285,Tier1,119,3,5786.625
286,Tier3,193,4,3340.056
287,Tier2,201,4,5118.4
288,Tier3,42,6,2732.1200000000003
289,Tier2,16,3,5422.42
290,Tier1,128,4,7592.65
291,Tier2,48,3,100.0
292,Tier1,18,6,4461.95
293,Tier3,56,3,3188.92
294,Tier3,249,6,5638.992
295,Tier3,184,2,4265.2
296,Tier2,134,2,1613.75
297,Tier2,104,5,7534.45
298,Tier3,288,3,3801.096
299,Tier2,115,3,5663.47
300,Tier3,292,4,5943.728
301,Tier2,96,5,2704.08
302,Tier3,80,5,4766.84
303,Tier3,209,4,2568.6720000000005
304,Tier3,26,7,4631.152
305,Tier2,174,4,4112.61
306,Tier1,161,2,8223.724999999999
307,Tier2,226,1,3676.25
308,Tier3,72,7,2286.832
309,Tier3,165,6,4874.592
310,Tier1,178,4,9585.925
311,Tier2,42,2,5554.77
312,Tier1,30,2,8957.375
313,Tier3,258,2,2580.176
314,Tier1,287,2,3356.8875000000003
315,Tier2,251,4,3791.19
316,Tier2,15,2,4645.47
317,Tier2,242,3,3291.47
318,Tier3,111,8,2466.112
319,Tier1,5,5,6752.075
320,Tier1,15,3,5819.25
321,Tier1,162,4,6667.925
322,Tier2,92,3,5571.91
323,Tier2,246,3,4736.36
324,Tier2,136,4,3034.96
325,Tier2,90,4,8124.85
326,Tier1,114,3,10988.912499999999
327,Tier3,115,2,4084.84
328,Tier3,212,6,6509.200000000001
329,Tier3,293,6,2882.112
330,Tier3,78,4,2369.6240000000003
331,Tier2,253,3,3747.62
332,Tier2,112,4,3530.93
333,Tier3,8,5,3200.728
334,Tier1,219,4,4800.475
335,Tier2,183,2,4101.83
336,Tier1,159,3,8113.137500000001
337,Tier2,293,5,5622.39
338,Tier2,229,5,3808.49
339,Tier1,109,3,3777.4624999999996
340,Tier1,88,2,3349.2000000000003
341,Tier3,81,2,2379.1040000000003
342,Tier1,207,3,6167.825000000001
343,Tier3,245,4,3489.128
344,Tier1,292,7,5286.1875
345,Tier2,199,5,6592.05
346,Tier2,209,4,8052.98
347,Tier1,218,5,3418.3375
348,Tier2,23,6,5809.27
349,Tier2,163,4,7271.77
350,Tier3,216,8,3486.384
351,Tier3,57,6,4861.0
352,Tier1,92,4,2806.2625000000003
353,Tier1,164,7,5984.650000000001
354,Tier2,13,3,1906.64
355,Tier1,183,2,5287.5
356,Tier2,87,4,7600.63
357,Tier3,155,2,2895.3360000000002
358,Tier2,29,4,6659.27
359,Tier3,229,3,1498.24
360,Tier2,198,4,3939.85
361,Tier3,122,5,2968.328
362,Tier1,252,4,4949.9
363,Tier3,82,3,2248.456
364,Tier3,156,5,4717.216
365,Tier1,60,3,3413.9625
366,Tier2,263,4,3312.64
367,Tier3,27,5,4615.968
368,Tier3,166,4,3254.9120000000003
369,Tier2,269,6,3308.04
370,Tier2,86,6,7516.56
371,Tier2,63,5,3961.15
372,Tier2,70,3,7512.85
373,Tier2,119,4,4212.98
374,Tier2,295,4,6185.82
375,Tier2,246,2,6192.69
376,Tier3,113,4,1038.536
377,Tier3,36,3,4477.2480000000005
378,Tier1,217,4,7589.6875
379,Tier3,92,7,2982.28
380,Tier2,66,6,6077.32
381,Tier2,7,6,7551.15
382,Tier3,266,5,3001.232
383,Tier2,116,11,4915.03
384,Tier1,16,5,6692.537499999999
385,Tier1,57,3,6376.6875
386,Tier2,152,3,6210.32
387,Tier3,138,5,4616.552
388,Tier3,88,7,2441.4
389,Tier3,188,3,2471.232
390,Tier3,173,9,4045.096
391,Tier3,53,2,4844.128
392,Tier3,112,5,2215.144
393,Tier1,197,3,6102.275
394,Tier3,218,5,4109.312000000001
395,Tier2,99,3,5357.28
396,Tier3,35,4,4015.6400000000003
397,Tier1,160,4,3581.5875
398,Tier3,16,2,3783.656
399,Tier3,276,2,3859.8800000000006
400,Tier3,229,3,3399.52
401,Tier3,167,4,3949.3680000000004
402,Tier2,48,4,5979.37
403,Tier2,230,5,2579.32
404,Tier2,257,7,6012.43
405,Tier1,237,2,7545.025000000001
406,Tier1,263,5,10253.125
407,Tier1,291,5,10500.074999999999
408,Tier2,184,5,7601.12
409,Tier3,227,11,4521.072
410,Tier3,120,4,5532.224
411,Tier1,9,5,7269.2625
412,Tier1,265,4,9079.087500000001
413,Tier1,70,3,6834.3125
414,Tier2,19,3,3368.83
415,Tier1,153,3,7459.5125
416,Tier2,105,3,2728.34
417,Tier2,271,2,5653.66
418,Tier2,222,6,8878.68
419,Tier2,46,4,2833.08
420,Tier2,70,6,5388.63
421,Tier3,124,4,3632.1120000000005
422,Tier3,249,2,6217.224
423,Tier2,291,5,4789.95
424,Tier1,52,5,2951.3875000000003
425,Tier2,292,2,4182.24
426,Tier1,259,7,7997.537499999999
427,Tier2,159,4,7482.37
428,Tier1,265,4,4373.7125
429,Tier2,21,6,4687.48
430,Tier1,207,3,6477.3875
431,Tier3,170,4,3539.864
432,Tier1,52,3,5637.6125
433,Tier2,233,4,5885.97
434,Tier1,217,6,9412.474999999999
435,Tier1,220,3,6634.95
436,Tier3,173,6,4185.76
437,Tier2,26,4,1516.87
438,Tier1,279,3,8988.625
439,Tier2,117,4,6533.94
440,Tier2,207,4,2173.13
441,Tier2,37,4,4291.16
442,Tier2,93,2,1734.62
443,Tier3,138,4,5506.76
444,Tier1,15,5,4710.7
445,Tier2,31,3,4407.83
446,Tier2,35,4,3220.49
447,Tier3,95,5,3552.624
448,Tier3,173,4,801.5520000000001
449,Tier3,51,4,6031.024
450,Tier3,83,4,6164.184
451,Tier3,6,4,3344.1839999999997
452,Tier2,24,1,1286.45
453,Tier3,110,5,2636.992
454,Tier3,299,1,2754.704
455,Tier1,94,2,5924.400000000001
456,Tier2,142,2,3580.49
457,Tier3,172,3,2232.0240000000003
458,Tier3,145,3,3017.08
459,Tier3,217,3,3821.2720000000004
460,Tier3,36,5,762.96
461,Tier3,34,3,5492.832
462,Tier2,48,4,7005.74
463,Tier1,39,4,7909.6875
464,Tier1,49,3,7669.5875
465,Tier2,142,2,1805.4
466,Tier2,51,2,3915.99
467,Tier2,189,5,4263.95
468,Tier2,22,3,4116.77
469,Tier3,189,3,4595.928
470,Tier2,76,2,4830.49
471,Tier3,127,2,4684.488
472,Tier3,175,3,7676.136
473,Tier2,81,2,4787.62
474,Tier2,13,2,4976.47
475,Tier3,205,7,4644.400000000001
476,Tier3,247,2,2362.448
477,Tier2,73,3,7633.62
478,Tier1,243,5,10277.662499999999
479,Tier2,15,2,3626.19
480,Tier1,42,4,4003.6124999999997
481,Tier2,14,7,2813.5
482,Tier2,20,3,5367.89
483,Tier2,247,4,6371.42
484,Tier3,251,4,3106.2960000000003
485,Tier2,46,5,6177.62
486,Tier3,238,3,1973.064
487,Tier3,48,3,4768.696
488,Tier3,168,6,4175.56
489,Tier2,154,5,1445.85
490,Tier2,284,3,9004.48
491,Tier3,208,2,2428.472
492,Tier3,235,5,3127.464
493,Tier2,295,5,4721.9
494,Tier1,26,2,5503.025
495,Tier3,179,5,3157.192
496,Tier2,246,2,7425.94
497,Tier1,70,2,4171.6625
498,Tier3,98,6,1907.5520000000001
499,Tier2,217,2,6017.74
500,Tier2,245,4,2742.03
501,Tier3,114,5,1410.88
502,Tier2,51,3,6861.69
503,Tier2,160,3,4715.97
504,Tier2,84,3,4989.01
505,Tier2,49,3,7258.24
506,Tier3,199,4,4154.376
507,Tier2,241,3,7200.69
508,Tier1,215,1,6431.224999999999
509,Tier1,272,3,8267.2375
510,Tier2,87,5,2434.46
511,Tier2,117,6,6510.96
512,Tier2,271,5,3943.86
513,Tier2,135,5,5265.29
514,Tier1,60,5,6510.599999999999
515,Tier2,242,8,7075.1
516,Tier3,30,2,2112.4240000000004
517,Tier1,249,3,4909.7125
518,Tier2,213,2,3229.12
519,Tier2,294,5,2432.86
520,Tier3,187,4,7292.536
521,Tier1,211,7,6027.6375
522,Tier3,208,5,4183.656
523,Tier2,212,5,2716.02
524,Tier3,76,5,6247.576000000001
525,Tier1,151,2,4842.3
526,Tier3,208,7,3545.4800000000005
527,Tier3,137,4,3117.344
528,Tier2,286,3,8046.1
529,Tier2,82,4,5847.82
530,Tier2,101,3,6046.21
531,Tier1,167,3,2645.1499999999996
532,Tier3,200,3,3394.2720000000004
533,Tier1,120,3,9393.25
534,Tier1,165,3,5319.700000000001
535,Tier2,259,7,5094.8
536,Tier1,74,7,3395.65
537,Tier3,206,5,2756.176
538,Tier3,40,2,5289.536
539,Tier2,222,7,4165.94
540,Tier3,201,6,6142.144
541,Tier3,196,7,4074.9040000000005
542,Tier2,281,5,4307.03
543,Tier3,295,4,2458.768
544,Tier1,90,4,7268.575
545,Tier2,26,3,7860.59
546,Tier2,138,3,5100.51
547,Tier3,165,3,4386.568
548,Tier1,299,4,6058.400000000001
549,Tier2,47,1,5981.96
550,Tier2,45,4,6228.08
551,Tier2,295,8,5009.05
552,Tier3,284,3,2224.2400000000002
553,Tier2,187,5,7006.82
554,Tier1,256,3,4915.924999999999
555,Tier1,44,2,9007.775
556,Tier2,91,3,2945.58
557,Tier2,229,5,7756.03
558,Tier1,289,5,5588.175
559,Tier2,142,4,4097.47
560,Tier2,142,4,3431.98
561,Tier1,68,5,6743.787499999999
562,Tier2,121,4,3043.97
563,Tier3,102,6,5753.296
564,Tier2,150,8,3939.98
565,Tier3,89,6,5042.152
566,Tier1,55,3,2814.1875
567,Tier2,99,3,8225.67
568,Tier2,282,4,5611.6
569,Tier2,13,2,5753.66
570,Tier2,93,4,5421.02
571,Tier3,93,3,6351.544000000001
572,Tier2,223,5,6280.31
573,Tier1,290,4,6325.287499999999
574,Tier2,165,5,5342.87
575,Tier3,47,5,1807.3919999999998
576,Tier3,250,3,5828.0160000000005
577,Tier2,262,2,3957.75
578,Tier2,163,4,5240.17
579,Tier2,136,4,10047.8
580,Tier3,51,4,814.848
581,Tier3,93,1,5267.304
582,Tier3,49,8,3985.3120000000004
583,Tier2,198,2,2484.1
584,Tier1,10,5,5478.1875
585,Tier3,267,7,3055.248
586,Tier3,200,3,2969.1040000000003
587,Tier3,22,5,4562.776000000001
588,Tier1,111,3,5093.0625
589,Tier2,73,4,5144.34
590,Tier2,29,1,5185.19
591,Tier3,60,4,2335.944
592,Tier1,5,5,5443.137500000001
593,Tier2,187,3,4839.97
594,Tier2,58,5,5354.47
595,Tier1,85,4,6774.225
596,Tier2,164,1,5800.81
597,Tier1,230,7,6785.662499999999
598,Tier2,268,3,6019.54
599,Tier3,113,6,3758.92
600,Tier3,48,4,2145.0
601,Tier1,205,2,5358.9125
602,Tier3,288,4,3276.36
603,Tier2,151,1,3289.03
604,Tier3,203,2,3412.72
605,Tier3,238,4,3148.376
606,Tier1,188,7,5610.375
607,Tier2,39,6,3753.08
608,Tier2,213,3,3398.13
609,Tier3,67,2,2142.848
610,Tier2,86,7,5880.74
611,Tier2,267,2,6194.06
612,Tier2,259,5,6121.53
613,Tier3,43,6,5972.456
614,Tier3,290,4,1925.9759999999999
615,Tier2,27,2,6521.36
616,Tier3,88,4,4284.856
617,Tier3,210,6,2396.064
618,Tier3,99,1,4055.6400000000003
619,Tier1,67,3,6346.1625
620,Tier2,141,4,5045.18
621,Tier2,155,3,5560.33
622,Tier2,121,5,4147.0
623,Tier1,195,6,7413.512500000001
624,Tier2,206,4,5001.18
625,Tier2,254,4,8321.97
626,Tier2,91,3,7784.37
627,Tier2,78,4,4469.1
628,Tier1,41,5,5011.075
629,Tier3,129,3,2691.776
630,Tier3,170,4,3188.1200000000003
631,Tier2,5,3,3270.08
632,Tier3,295,4,3037.744
633,Tier1,75,4,1646.3
634,Tier3,112,3,4839.0160000000005
635,Tier1,90,8,1203.2250000000001
636,Tier2,185,6,3132.99
637,Tier2,29,2,4719.55
638,Tier2,155,3,4925.93
639,Tier2,269,4,7591.39
640,Tier2,207,4,7079.74
641,Tier2,55,3,6846.18
642,Tier3,224,5,5201.56
643,Tier2,61,4,4033.88
644,Tier1,86,4,10348.625
645,Tier2,168,2,5277.84
646,Tier3,273,5,1585.048
647,Tier2,187,3,1477.68
648,Tier2,184,4,5086.05
649,Tier2,288,2,4425.54
650,Tier2,90,4,816.16
651,Tier2,115,4,6645.61
652,Tier2,162,3,6301.7
653,Tier1,49,4,7379.2625
654,Tier2,42,4,3791.96
655,Tier1,24,5,8902.6125
656,Tier2,101,2,6877.92
657,Tier2,63,5,2039.11
658,Tier3,228,3,4550.0
659,Tier2,193,3,7398.49
660,Tier3,63,1,2798.016
661,Tier1,12,8,7192.75
662,Tier1,106,5,9668.9375
663,Tier3,25,6,4945.216
664,Tier2,220,3,5045.88
665,Tier1,235,1,7449.525
666,Tier2,240,3,7618.92
667,Tier2,155,5,4195.99
668,Tier3,72,1,5275.736000000001
669,Tier1,50,4,7860.875
670,Tier2,226,6,5211.44
671,Tier3,244,2,2793.5200000000004
672,Tier3,160,4,3312.8
673,Tier3,99,5,5749.816000000001
674,Tier2,101,4,6984.16
675,Tier3,87,4,3237.536
676,Tier3,249,3,3754.72
677,Tier3,67,3,3248.568
678,Tier3,14,8,4165.824
679,Tier3,93,4,3199.88
680,Tier1,169,3,5434.0
681,Tier1,290,5,9688.724999999999
682,Tier3,219,4,4036.536
683,Tier2,76,4,1732.03
684,Tier1,212,7,1458.9250000000002
685,Tier2,143,3,6399.84
686,Tier3,250,1,5436.792
687,Tier1,133,2,10175.825
688,Tier2,104,2,5916.6
689,Tier1,15,6,2874.2000000000003
690,Tier1,180,4,3446.2374999999997
691,Tier2,154,7,7343.65
692,Tier1,79,8,8485.7875
693,Tier3,103,3,3367.7120000000004
694,Tier3,269,2,4260.240000000001
695,Tier3,247,5,2574.768
696,Tier1,87,3,3693.05
697,Tier2,297,5,2471.2
698,Tier1,74,6,6092.65
699,Tier2,232,4,4816.89
700,Tier2,176,6,4541.7
701,Tier3,135,6,4488.456
702,Tier1,14,5,3898.2
703,Tier2,60,5,5898.35
704,Tier3,37,5,4532.704000000001
705,Tier2,248,4,6007.03
706,Tier3,230,2,4323.448
707,Tier3,232,5,2627.704
708,Tier2,249,2,4608.33
709,Tier2,107,3,7095.21
710,Tier3,201,7,4572.5199999999995
711,Tier1,213,6,5588.099999999999
712,Tier2,196,4,6090.33
713,Tier3,131,5,3679.232
714,Tier2,14,7,3688.2
715,Tier1,70,8,4203.662499999999
716,Tier2,162,1,4684.95
717,Tier3,260,5,2422.464
718,Tier1,39,2,769.4124999999999
719,Tier2,171,5,3421.41
720,Tier1,26,3,7173.9125
721,Tier2,71,5,3146.67
722,Tier3,202,3,2988.1360000000004
723,Tier3,104,4,1046.808
724,Tier2,199,2,5529.25
725,Tier1,104,8,7659.525
726,Tier1,79,3,7546.262500000001
727,Tier1,21,3,6767.075
728,Tier2,151,6,4609.09
729,Tier1,254,4,6546.174999999999
730,Tier2,259,5,3211.81
731,Tier1,192,6,9880.85
732,Tier3,244,7,6159.256
733,Tier3,180,1,7157.6
734,Tier2,36,4,5134.3
735,Tier1,126,6,3653.75
736,Tier3,32,6,4348.768
737,Tier3,193,5,5511.312000000001
738,Tier1,144,3,6116.1
739,Tier3,275,6,4360.064
740,Tier3,289,4,2290.672
741,Tier2,273,7,5738.74
742,Tier2,298,3,6676.86
743,Tier2,190,2,5304.52
744,Tier2,114,5,2374.48
745,Tier2,259,9,4560.05
746,Tier3,39,4,4120.664
747,Tier3,226,3,6005.592000000001
748,Tier1,114,5,7727.3375
749,Tier2,265,8,1371.16
750,Tier2,6,3,8262.73
751,Tier1,238,5,5058.625
752,Tier2,290,3,5097.51
753,Tier3,103,8,2389.168
754,Tier2,123,3,4598.33
755,Tier1,14,3,7691.262500000001
756,Tier1,77,3,7167.512500000001
757,Tier2,213,3,4432.67
758,Tier2,128,1,8480.14
759,Tier2,42,4,4798.34
760,Tier2,98,2,3639.1
761,Tier1,237,7,6083.4375
762,Tier1,167,5,6480.587500000001
763,Tier2,144,3,3792.22
764,Tier1,246,3,8614.550000000001
765,Tier3,174,2,4277.688
766,Tier1,102,7,7119.175
767,Tier2,71,3,4134.53
768,Tier2,293,4,4842.8
769,Tier2,108,6,5548.26
770,Tier3,145,5,3313.56
771,Tier2,207,2,5349.7
772,Tier3,294,5,4936.432000000001
773,Tier2,141,3,3742.46
774,Tier2,267,6,3532.19
775,Tier3,110,3,1551.808
776,Tier2,134,3,2143.72
777,Tier2,265,8,3832.87
778,Tier3,117,4,2992.864
779,Tier3,120,4,4493.080000000001
780,Tier2,142,7,6520.15
781,Tier2,165,3,2045.92
782,Tier1,112,7,3943.8375
783,Tier2,252,7,2510.2
784,Tier2,138,3,2582.29
785,Tier3,18,3,3454.6800000000003
786,Tier2,82,5,8628.39
787,Tier3,275,3,4656.384
788,Tier1,229,1,7198.325
789,Tier2,125,3,3315.38
790,Tier3,227,4,5926.0960000000005
791,Tier1,213,3,6474.425
792,Tier1,244,4,1174.85
793,Tier2,25,2,5051.51
794,Tier3,289,3,4605.912
795,Tier2,97,4,3912.36
796,Tier2,259,6,4441.77
797,Tier2,166,6,5842.24
798,Tier2,256,10,10356.46
799,Tier3,269,6,2254.328
800,Tier1,192,4,125.0
801,Tier2,116,3,3909.24
802,Tier2,34,2,2832.89
803,Tier3,277,3,3090.3520000000003
804,Tier3,172,5,3966.328
805,Tier3,100,2,4633.84
806,Tier2,139,3,2489.06
807,Tier1,42,6,5613.762500000001
808,Tier1,292,2,7957.3
809,Tier3,73,2,3479.3680000000004
810,Tier3,238,8,3290.4080000000004
811,Tier3,71,1,3076.4480000000003
812,Tier1,60,2,7497.575000000001
813,Tier2,280,4,5407.29
814,Tier2,196,4,5994.98
815,Tier3,124,6,6469.2880000000005
816,Tier2,15,3,1490.8
817,Tier3,150,3,6394.784
818,Tier2,18,3,3784.98
819,Tier1,38,4,5409.1875
820,Tier1,208,5,5305.7625
821,Tier1,90,5,5887.5875
822,Tier2,158,4,7711.68
823,Tier1,174,5,5387.1
824,Tier2,171,4,6340.7
825,Tier2,189,6,6419.95
826,Tier3,117,4,3701.0400000000004
827,Tier3,148,4,4311.736
828,Tier2,215,5,1376.16
829,Tier1,195,5,3776.0874999999996
830,Tier1,290,3,4331.5875
831,Tier3,186,4,3149.128
832,Tier2,159,7,2228.61
833,Tier1,196,5,8300.725
834,Tier3,85,3,4628.744000000001
